"","fiscal_period","region_product","sales_vol","year","month","apac","emea","la","na","fchem","fpoly","fchem_product","fpoly_product","pfa","region_code","region","value_to_USD","demand","Price"
"551","2016P10","sales_vol_fpoly_na",3599344,2016,10,"0","0","0","1",0,1,0,3599344,"0","[0,0,0]","na",NA,14.6,NA
"552","2016P11","sales_vol_fpoly_na",2445693,2016,11,"0","0","0","1",0,1,0,2445693,"0","[0,0,0]","na",NA,14.6,49.44
"553","2016P12","sales_vol_fpoly_na",4805991,2016,12,"0","0","0","1",0,1,0,4805991,"0","[0,0,0]","na",NA,14.6,53.72
"554","2017P01","sales_vol_fpoly_na",3400018,2017,1,"0","0","0","1",0,1,0,3400018,"0","[0,0,0]","na",NA,15.32,52.81
"555","2017P02","sales_vol_fpoly_na",5720216,2017,2,"0","0","0","1",0,1,0,5720216,"0","[0,0,0]","na",NA,15.32,54.01
"556","2017P03","sales_vol_fpoly_na",5285214,2017,3,"0","0","0","1",0,1,0,5285214,"0","[0,0,0]","na",NA,15.32,50.6
"557","2017P04","sales_vol_fpoly_na",3986851,2017,4,"0","0","0","1",0,1,0,3986851,"0","[0,0,0]","na",NA,15.32,49.33
"558","2017P05","sales_vol_fpoly_na",4397592,2017,5,"0","0","0","1",0,1,0,4397592,"0","[0,0,0]","na",NA,15.32,48.32
"559","2017P06","sales_vol_fpoly_na",6019839,2017,6,"0","0","0","1",0,1,0,6019839,"0","[0,0,0]","na",NA,15.32,46.04
"560","2017P07","sales_vol_fpoly_na",3143721,2017,7,"0","0","0","1",0,1,0,3143721,"0","[0,0,0]","na",NA,15.32,50.17
"561","2017P08","sales_vol_fpoly_na",5693881,2017,8,"0","0","0","1",0,1,0,5693881,"0","[0,0,0]","na",NA,15.32,47.23
"562","2017P09","sales_vol_fpoly_na",5843042,2017,9,"0","0","0","1",0,1,0,5843042,"0","[0,0,0]","na",NA,15.32,51.67
"563","2017P10","sales_vol_fpoly_na",3079774,2017,10,"0","0","0","1",0,1,0,3079774,"0","[0,0,0]","na",NA,15.32,NA
"564","2017P11","sales_vol_fpoly_na",4647934,2017,11,"0","0","0","1",0,1,0,4647934,"0","[0,0,0]","na",NA,15.32,57.4
"565","2017P12","sales_vol_fpoly_na",3709068,2017,12,"0","0","0","1",0,1,0,3709068,"0","[0,0,0]","na",NA,15.32,60.42
"566","2018P01","sales_vol_fpoly_na",4100907,2018,1,"0","0","0","1",0,1,0,4100907,"0","[0,0,0]","na",NA,NA,64.73
"567","2018P01","sales_vol_fpoly_na",4100907,2018,1,"0","0","0","1",0,1,0,4100907,"0","[0,0,0]","na",NA,NA,45.41
"568","2018P02","sales_vol_fpoly_na",3599695,2018,2,"0","0","0","1",0,1,0,3599695,"0","[0,0,0]","na",NA,NA,61.64
"569","2018P03","sales_vol_fpoly_na",3639971,2018,3,"0","0","0","1",0,1,0,3639971,"0","[0,0,0]","na",NA,NA,64.94
"570","2018P04","sales_vol_fpoly_na",1820395,2018,4,"0","0","0","1",0,1,0,1820395,"0","[0,0,0]","na",NA,NA,68.57
"571","2018P05","sales_vol_fpoly_na",3981069,2018,5,"0","0","0","1",0,1,0,3981069,"0","[0,0,0]","na",NA,NA,67.04
"572","2018P06","sales_vol_fpoly_na",2878991,2018,6,"0","0","0","1",0,1,0,2878991,"0","[0,0,0]","na",NA,NA,74.15
"573","2018P07","sales_vol_fpoly_na",3151052,2018,7,"0","0","0","1",0,1,0,3151052,"0","[0,0,0]","na",NA,NA,68.76
"574","2018P08","sales_vol_fpoly_na",4518920,2018,8,"0","0","0","1",0,1,0,4518920,"0","[0,0,0]","na",NA,NA,69.8
"575","2018P09","sales_vol_fpoly_na",4428794,2018,9,"0","0","0","1",0,1,0,4428794,"0","[0,0,0]","na",NA,NA,73.25
"576","2018P10","sales_vol_fpoly_na",5736086,2018,10,"0","0","0","1",0,1,0,5736086,"0","[0,0,0]","na",NA,NA,NA
"577","2018P11","sales_vol_fpoly_na",4826234,2018,11,"0","0","0","1",0,1,0,4826234,"0","[0,0,0]","na",NA,NA,50.93
"578","2018P12","sales_vol_fpoly_na",5191078,2018,12,"0","0","0","1",0,1,0,5191078,"0","[0,0,0]","na",NA,NA,45.41
